id,voteStatus,stage,roundName,votingStartDate,votingEndDate,votingOpenedAt,selectedFormation,winners,formations,id.1,venueName,venueCity,venueId,date,homeSquadId,awaySquadId,homeSquadName,awaySquadName,homeSquadAbbr,awaySquadAbbr,homeScore,awayScore,groupName,matchDay,goal_diff,rank,team_id,Team,TeamAbbr,Goals,Assists,Attempts_at_goal,Attempts_on_target,Off_Target_Attempts,Attempts_at_goal_conversionrate(%),Attempts_Inside_PenaltyArea,Attemps_Outside_PenaltyArea,Headed_Attemps_at_Goal,xG,xG_Efficiency,Corners,Possession_Control(%)
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,68,Lincoln Financial Field,"Philadelphia, Pennsylvania",11,2026-06-27T22:00:00+01:00,13,21,Croatia,Ghana,CRO,GHA,2,1,L,3,1,29,13,Croatia,CRO,6,5,37,17,14,16,21,16,8,3.41,1.76,12,46
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,70,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-06-28T00:30:00+01:00,11,112,Congo DR,Uzbekistan,COD,UZB,3,1,K,3,2,24,11,Cote d'Ivoire,COD,5,4,45,14,17,11,30,15,3,5.5,0.91,26,45
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,69,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-06-28T00:30:00+01:00,10,59,Colombia,Portugal,COL,POR,0,0,K,3,0,27,10,Congo DR,COL,5,3,41,10,25,12,18,23,5,3.71,1.35,13,37
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,71,At&t Stadium,"Arlington, Texas",10,2026-06-28T03:00:00+01:00,50,2,Jordan,Argentina,JOR,ARG,1,3,J,3,-2,42,50,Jordan,JOR,3,3,24,9,9,13,13,11,3,1.87,1.6,6,29
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,72,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-06-28T03:00:00+01:00,1,4,Algeria,Austria,ALG,AUT,3,3,J,3,0,25,1,Algeria,ALG,5,3,44,16,16,11,26,18,5,4.73,1.06,14,56
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,73,Sofi Stadium,"Inglewood, California",4,2026-06-28T20:00:00+01:00,96,9,South Africa,Canada,RSA,CAN,0,1,,4,-1,28,96,South Africa,RSA,2,1,39,11,18,5,13,26,5,2.48,0.8,11,46
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,74,Nrg Stadium,"Houston, Texas",9,2026-06-29T18:00:00+01:00,7,49,Brazil,Japan,BRA,JPN,2,1,,4,1,10,7,Brazil,BRA,10,8,73,29,24,14,50,23,11,10.88,0.92,27,48
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,78,Gillette Stadium,"Foxborough, Massachusetts",7,2026-06-29T21:30:00+01:00,20,58,Germany,Paraguay,GER,PAR,1,1,,4,0,8,20,Germany,GER,11,10,74,28,26,15,48,26,12,8.64,1.27,34,56
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,75,Estadio Bbva,Guadalupe,12,2026-06-30T02:00:00+01:00,54,53,Netherlands,Morocco,NED,MAR,1,1,,4,0,23,54,Netherlands,NED,11,10,46,22,15,24,35,11,14,5,2.2,18,50
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,77,At&t Stadium,"Arlington, Texas",10,2026-06-30T18:00:00+01:00,12,56,Côte d'Ivoire,Norway,CIV,NOR,1,2,,4,-1,20,12,Cabo Verde,CIV,4,2,49,12,21,8,20,29,6,2.56,1.56,17,35
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,80,Metlife Stadium,"East Rutherford, New Jersey",6,2026-06-30T22:00:00+01:00,19,98,France,Sweden,FRA,SWE,3,0,,4,3,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19,51,51
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,82,Estadio Banorte,Mexico City,1,2026-07-01T03:00:00+01:00,52,16,Mexico,Ecuador,MEX,ECU,2,0,,4,2,11,52,Mexico,MEX,10,7,70,21,32,14,44,26,13,8.1,1.23,19,48
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,83,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-07-01T17:00:00+01:00,18,11,England,Congo DR,ENG,COD,2,1,,4,1,3,18,England,ENG,20,14,118,52,40,17,88,30,27,15.03,1.33,40,50
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,84,Lumen Field,"Seattle, Washington",14,2026-07-01T21:00:00+01:00,5,95,Belgium,Senegal,BEL,SEN,3,2,,4,1,5,5,Belgium,BEL,14,10,112,35,43,13,74,38,16,10.62,1.32,24,46
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,76,Levi's Stadium,"Santa Clara, California",5,2026-07-02T01:00:00+01:00,111,6,USA,Bosnia and Herzegovina,USA,BIH,2,0,,4,2,18,111,USA,USA,11,4,59,19,24,19,47,12,12,6.37,1.73,26,52
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,87,Sofi Stadium,"Inglewood, California",4,2026-07-02T20:00:00+01:00,97,4,Spain,Austria,ESP,AUT,3,0,,4,3,1,97,Spain,ESP,14,10,140,54,59,10,79,61,22,17.48,0.8,54,58
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,85,Bmo Field,Toronto,3,2026-07-03T00:00:00+01:00,59,13,Portugal,Croatia,POR,CRO,2,1,,4,1,17,59,Portugal,POR,8,4,62,17,31,13,40,22,8,6.39,1.25,22,53
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,88,Bc Place,Vancouver,8,2026-07-03T04:00:00+01:00,99,1,Switzerland,Algeria,SUI,ALG,2,0,,4,2,8,99,Switzerland,SUI,10,6,74,30,28,14,50,24,7,9.59,1.04,28,49
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,81,At&t Stadium,"Arlington, Texas",10,2026-07-03T19:00:00+01:00,3,17,Australia,Egypt,AUS,EGY,1,1,,4,0,26,3,Australia,AUS,3,1,42,13,19,7,26,16,6,2.73,1.1,16,35
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,79,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-07-03T23:00:00+01:00,2,8,Argentina,Cabo Verde,ARG,CPV,3,2,,4,1,4,2,Argentina,ARG,19,12,115,46,49,17,66,49,22,15.45,1.23,41,53
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,86,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-07-04T02:30:00+01:00,10,21,Colombia,Ghana,COL,GHA,1,0,,4,1,27,10,Congo DR,COL,5,3,41,10,25,12,18,23,5,3.71,1.35,13,37
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,89,Nrg Stadium,"Houston, Texas",9,2026-07-04T18:00:00+01:00,9,53,Canada,Morocco,CAN,MAR,0,3,,5,-3,6,9,Colombia,CAN,5,5,94,31,40,5,55,39,13,7.32,0.68,24,53
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,91,Lincoln Financial Field,"Philadelphia, Pennsylvania",11,2026-07-04T22:00:00+01:00,58,19,Paraguay,France,PAR,FRA,0,1,,5,-1,32,58,Paraguay,PAR,3,3,35,8,18,9,17,18,4,1.99,1.51,10,27
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,90,Metlife Stadium,"East Rutherford, New Jersey",6,2026-07-05T21:00:00+01:00,7,56,Brazil,Norway,BRA,NOR,1,2,,5,-1,10,7,Brazil,BRA,10,8,73,29,24,14,50,23,11,10.88,0.92,27,48
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,92,Estadio Banorte,Mexico City,1,2026-07-06T02:00:00+01:00,52,18,Mexico,England,MEX,ENG,2,3,,5,-1,11,52,Mexico,MEX,10,7,70,21,32,14,44,26,13,8.1,1.23,19,48
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,94,At&t Stadium,"Arlington, Texas",10,2026-07-06T20:00:00+01:00,59,97,Portugal,Spain,POR,ESP,0,1,,5,-1,17,59,Portugal,POR,8,4,62,17,31,13,40,22,8,6.39,1.25,22,53
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,93,Lumen Field,"Seattle, Washington",14,2026-07-07T01:00:00+01:00,111,5,USA,Belgium,USA,BEL,1,4,,5,-3,18,111,USA,USA,11,4,59,19,24,19,47,12,12,6.37,1.73,26,52
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,95,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-07-07T17:00:00+01:00,2,17,Argentina,Egypt,ARG,EGY,3,2,,5,1,4,2,Argentina,ARG,19,12,115,46,49,17,66,49,22,15.45,1.23,41,53
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,96,Bc Place,Vancouver,8,2026-07-07T21:00:00+01:00,99,10,Switzerland,Colombia,SUI,COL,0,0,,5,0,8,99,Switzerland,SUI,10,6,74,30,28,14,50,24,7,9.59,1.04,28,49
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,97,Gillette Stadium,"Foxborough, Massachusetts",7,2026-07-09T21:00:00+01:00,19,53,France,Morocco,FRA,MAR,2,0,,6,2,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19,51,51
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,99,Sofi Stadium,"Inglewood, California",4,2026-07-10T20:00:00+01:00,97,5,Spain,Belgium,ESP,BEL,2,1,,6,1,1,97,Spain,ESP,14,10,140,54,59,10,79,61,22,17.48,0.8,54,58
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,98,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-07-11T22:00:00+01:00,56,18,Norway,England,NOR,ENG,1,2,,6,-1,16,56,Norway,NOR,13,10,65,30,25,20,52,13,13,9.93,1.31,29,49
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,100,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-07-12T02:00:00+01:00,2,99,Argentina,Switzerland,ARG,SUI,3,1,,6,2,4,2,Argentina,ARG,19,12,115,46,49,17,66,49,22,15.45,1.23,41,53
7,complete,sf,semi_final,2026-07-15T22:00:00+01:00,2026-07-17T22:00:00+01:00,2026-07-15T22:10:02+01:00,,"[1829, 1844, 2844, 2852]",,101,At&t Stadium,"Arlington, Texas",10,2026-07-14T20:00:00+01:00,19,97,France,Spain,FRA,ESP,0,2,,7,-2,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19,51,51
7,complete,sf,semi_final,2026-07-15T22:00:00+01:00,2026-07-17T22:00:00+01:00,2026-07-15T22:10:02+01:00,,"[1829, 1844, 2844, 2852]",,102,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-07-15T20:00:00+01:00,18,2,England,Argentina,ENG,ARG,1,2,,7,-1,3,18,England,ENG,20,14,118,52,40,17,88,30,27,15.03,1.33,40,50
8,complete,f,final,2026-07-19T23:30:00+01:00,2026-07-21T23:30:00+01:00,2026-07-19T23:14:53+01:00,4/03/2003,"[1828, 1844, 1987, 2241, 2267, 2280, 2285, 2612, 2841, 2852, 2855]","[{'DEF': 4, 'MID': 4, 'FWD': 2}, {'DEF': 4, 'MID': 3, 'FWD': 3}, {'DEF': 3, 'MID': 4, 'FWD': 3}]",103,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-07-18T22:00:00+01:00,19,18,France,England,FRA,ENG,4,6,,8,-2,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19,51,51
8,complete,f,final,2026-07-19T23:30:00+01:00,2026-07-21T23:30:00+01:00,2026-07-19T23:14:53+01:00,4/03/2003,"[1828, 1844, 1987, 2241, 2267, 2280, 2285, 2612, 2841, 2852, 2855]","[{'DEF': 4, 'MID': 4, 'FWD': 2}, {'DEF': 4, 'MID': 3, 'FWD': 3}, {'DEF': 3, 'MID': 4, 'FWD': 3}]",104,Metlife Stadium,"East Rutherford, New Jersey",6,2026-07-19T20:00:00+01:00,97,2,Spain,Argentina,ESP,ARG,1,0,,9,1,1,97,Spain,ESP,14,10,140,54,59,10,79,61,22,17.48,0.8,54,58
